zid,zid_attr,id,id_attr,building_name,name,name_read,name_read_through,name_initial_code,phone_number,post_code,address_code,address_code1,address_code2,address_code3,address_code4,address_code5,address_detail_code1,address_detail_code2,address,building_type,endearing_name_type,language_code,entrance_point/0/0,entrance_point/0/1,arrival_point/0/0,arrival_point/0/1,genre_code,main_genre_name,all_genre_name,position/0,position/1,distance,entrance_point,arrival_point,entrance_point/1/0,entrance_point/1/1,arrival_point/1/0,arrival_point/1/1,arrival_point/2/0,arrival_point/2/1,entrance_point/2/0,entrance_point/2/1,arrival_point/3/0,arrival_point/3/1
309098570781342979,1749746353375807561,0000309098570781342979,0001749746353375807561,,上林公園,,,99,,,431010170000000200009,JPN,43,101,017,000,00002,00009,熊本県熊本市中央区上林町2-38,7,7,ja,130.7099972873,32.807933214,130.710198839,32.8078843859,00070:0007000050; ,0007000050:公園・緑地,レジャー;公園・緑地;,130.7099986437,32.8079361979,,,,,,,,,,,,,
309353651841852680,1751969565887268593,0000309353651841852680,0001751969565887268593,びぷれす熊日会館ホテル日航熊本,3COINS+plus熊本鶴屋New-S店,,スリーコインズプラスクマモトツルヤニューズテン,99,096-227-6680,860-0845,431010160000000200001,JPN,43,101,016,000,00002,00001,熊本県熊本市中央区上通町2-1,1,1,ja,130.7107465278,32.803116862,130.7107392036,32.8029706489,00100:0010000090; ,0010000090:複合モール,商業;複合モール;,130.7112049696,32.8033338759,,,,,,,,,,,,,
309353651841852682,309096949431283784,0000309353651841852682,0000309096949431283784,同仁堂ビル,同仁堂ホール,,ドウジンドウホール,99,096-325-8131,,431010160000000200007,JPN,43,101,016,000,00002,00007,熊本県熊本市中央区上通町2-7,1,1,ja,130.7107953559,32.8036257595,130.7104543728,32.8030501302,00040:0004000050; ,0004000050:ホール・会館,文化;ホール・会館;,130.7108341471,32.8036859809,,,,,,,,,,,,,
309353651841852682,309096949431283787,0000309353651841852682,0000309096949431283787,同仁堂ビル,同仁堂上通店,,ドウジンドウカミトオリテン,99,096-322-7121,,431010160000000200007,JPN,43,101,016,000,00002,00007,熊本県熊本市中央区上通町2-7,1,1,ja,130.7107953559,32.8036257595,130.7104543728,32.8030501302,00100:0010000040; ,0010000040:ドラッグストア,商業;ドラッグストア;,130.7108341471,32.8036859809,,,,,,,,,,,,,
309353651841852686,1750008037143488666,0000309353651841852686,0001750008037143488666,たちかわビル,Can★Do熊本上通商店街店,,キャンドゥクマモトカミトオリショウテンガイテン,99,096-328-5700,860-0845,431010160000000500008,JPN,43,101,016,000,00005,00008,熊本県熊本市中央区上通町5-3,1,1,ja,130.7109627279,32.8040774197,130.7103477648,32.80308648,00100:0010000045; ,0010000045:１００円ショップ,商業;１００円ショップ;,130.7109871419,32.8041316732,,,,130.7109855143,32.8041821289,130.7109103733,32.8045694987,,,,,,
309353651841852689,309096949431283840,0000309353651841852689,0000309096949431283840,長崎書店ビル,ロッテリア熊本上通りFS店,,ロッテリアクマモトカミドオリフードスクエアテン,99,096-326-5282,,431010160000000600007,JPN,43,101,016,000,00006,00007,熊本県熊本市中央区上通町6-23,1,1,ja,130.7108873155,32.8046044922,130.7109103733,32.8045694987,00120:0012000030; ,0012000030:ロッテリア,ファーストフード;ロッテリア;,130.7107147895,32.804749349,,,,,,,,,,,,,
309353651841852689,309096949431283841,0000309353651841852689,0000309096949431283841,長崎書店ビル,(株)長崎書店,,ナガサキショテン,99,096-353-0555,,431010160000000600007,JPN,43,101,016,000,00006,00007,熊本県熊本市中央区上通町6-23,1,1,ja,130.7108873155,32.8046044922,130.7109103733,32.8045694987,00100:0010000080; ,0010000080:その他大型専門店,商業;その他大型専門店;,130.7107147895,32.804749349,,,,130.7104934353,32.8048342556,130.7104253472,32.8048583984,,,,,,
309353651841852690,309096949431283849,0000309353651841852690,0000309096949431283849,上通中央ビル,ドラッグイレブン上通り店,,ドラッグイレブンカミトオリテン,99,096-212-6200,,431010160000000600006,JPN,43,101,016,000,00006,00006,熊本県熊本市中央区上通町6-22,1,1,ja,130.7108254666,32.8048228624,130.7109103733,32.8045694987,00100:0010000040; ,0010000040:ドラッグストア,商業;ドラッグストア;,130.7107703993,32.8048773872,,,,,,,,,,,,,
309353651841852694,309096949431283862,0000309353651841852694,0000309096949431283862,村越ビル,CoCo壱番屋熊本上通店,,ココイチバンヤクマモトカミトオリテン,99,096-351-0800,,431010160000000600005,JPN,43,101,016,000,00006,00005,熊本県熊本市中央区上通町6-19,1,1,ja,130.7109977214,32.8050672743,130.7109103733,32.8045694987,00130:0013000160; ,0013000160:COCO壱番屋,ファミレス;COCO壱番屋;,130.7110001628,32.8050897895,,,,130.7110161675,32.8051090495,130.7113693576,32.8054093424,,,,,,
309353651841852697,1751158126305873258,0000309353651841852697,0001751158126305873258,オークス第2ビル,ココカラファイン上通店,,ココカラファインカミトオリテン,99,096-206-4898,,431010160000000600002,JPN,43,101,016,000,00006,00002,熊本県熊本市中央区上通町6-15,1,1,ja,130.7110527886,32.805323622,130.7113693576,32.8054093424,00100:0010000040; ,0010000040:ドラッグストア,商業;ドラッグストア;,130.710981174,32.8052785916,,,,,,,,,,,,,
309353651841852781,310150281570636049,0000309353651841852781,0000310150281570636049,熊本城東郵便局,ゆうちょ銀行熊本支店,,ユウチョギンコウクマモトシテン,99,096-328-5163,,431010510000000100001,JPN,43,101,051,000,00001,00001,熊本県熊本市中央区城東町1-1,1,1,ja,130.7090193685,32.8040798611,130.7088772244,32.8040399848,00090:0009000040; ,0009000040:郵便局,金融;郵便局;,130.7091115994,32.8041224501,,,,130.7092483181,32.8041902669,130.7093801541,32.804246148,,,,,,
309353651841852806,1752291722794296445,0000309353651841852806,0001752291722794296445,求人案内通町ビル,JAM,,,99,,,431010510000000200002,JPN,43,101,051,000,00002,00002,熊本県熊本市中央区城東町2-18,1,7,ja,,,,,00100:0010000050; ,0010000050:大型衣料専門店,商業;大型衣料専門店;,130.7097197808,32.8037011719,,,,,,,,,,,,,
309353651841852807,1752077318026735751,0000309353651841852807,0001752077318026735751,アンピールパーキング上通り,アンピールパーキング上通り,,アンピールパーキングカミトオリ,99,,,431010510000000200001,JPN,43,101,051,000,00002,00001,熊本県熊本市中央区城東町2-12,1,7,ja,,,,,00010:0001000060; ,0001000060:駐車場,交通;駐車場;,130.7098299154,32.8039822049,,,,,,,,,,,,,
309353651841852810,310150281570636288,0000309353651841852810,0000310150281570636288,熊本ホテルキャッスル,熊本ホテルキャッスル,,クマモトホテルキャッスル,99,096-326-3311,,431010510000000400001,JPN,43,101,051,000,00004,00001,熊本県熊本市中央区城東町4-2,1,1,ja,130.7104009332,32.8049734158,130.7104633247,32.8049620226,00030:0003000095; ,0003000095:冠婚葬祭場,公共;冠婚葬祭場;,130.7098798286,32.8050816515,,,,130.7095787218,32.8052129449,130.7092862956,32.8053304036,130.7092431641,32.805371365,,,,
309353651841852810,1751207604329121429,0000309353651841852810,0001751207604329121429,熊本ホテルキャッスル,熊本ホテルキャッスル,,クマモトホテルキャッスル,99,096-326-3311,,431010510000000400001,JPN,43,101,051,000,00004,00001,熊本県熊本市中央区城東町4-2,1,1,ja,130.7095787218,32.8052129449,130.7092862956,32.8053304036,00080:0008000020; ,0008000020:ビジネスホテル,宿泊;ビジネスホテル;,130.7098798286,32.8050816515,,,,,,130.7092431641,32.805371365,,,,,,
309353651841852825,1749252672654953563,0000309353651841852825,0001749252672654953563,大進㈱第7ビル,サンドラッグ熊本上通店,,サンドラッグクマモトカミトオリテン,99,096-312-5277,,431010160000000100007,JPN,43,101,016,000,00001,00007,熊本県熊本市中央区上通町1-19,1,1,ja,130.7103290473,32.8033759223,130.7104543728,32.8030501302,00100:0010000040; ,0010000040:ドラッグストア,商業;ドラッグストア;,130.7103152127,32.8034573025,,,,,,,,,,,,,
309353651841852833,1748357670190038198,0000309353651841852833,0001748357670190038198,イノウエビル№2,ボンボヤージュ,,,99,,,431010160000000400009,JPN,43,101,016,000,00004,00009,熊本県熊本市中央区上通町4-18,1,7,ja,,,,,00100:0010000090; ,0010000090:複合モール,商業;複合モール;,130.7102875434,32.8041205512,,,,,,,,,,,,,
309353651841852839,1752291722794296453,0000309353651841852839,0001752291722794296453,K-LINE OKUS,Hotto,,,99,,,431010160000000400012,JPN,43,101,016,000,00004,00012,熊本県熊本市中央区上通町4-6,1,7,ja,,,,,00100:0010000080; ,0010000080:その他大型専門店,商業;その他大型専門店;,130.7103927951,32.804387207,,,,,,,,,,,,,
309353651841852847,1751207604329119925,0000309353651841852847,0001751207604329119925,アークホテル熊本城前,アークホテル熊本城前,,アークホテルクマモトジョウマエ,99,096-351-2222,,431010510000000500002,JPN,43,101,051,000,00005,00002,熊本県熊本市中央区城東町5-16,1,1,ja,130.7102498372,32.8069417318,130.7101220703,32.8068760851,00080:0008000020; ,0008000020:ビジネスホテル,宿泊;ビジネスホテル;,130.7104456923,32.8070258247,,,,,,130.7101635742,32.8068986003,,,,,,
309353651841852857,1752291722794296455,0000309353651841852857,0001752291722794296455,トラヤビル,MIO FIDANTO,,,99,,,431010160000000400002,JPN,43,101,016,000,00004,00002,熊本県熊本市中央区上通町4-10,1,7,ja,,,,,00100:0010000050; ,0010000050:大型衣料専門店,商業;大型衣料専門店;,130.7104256185,32.8044862196,,,,,,,,,,,,,
309353651841852866,310150281570636516,0000309353651841852866,0000310150281570636516,ホテルオークス,ホテルオークス熊本,,ホテルオークスクマモト,99,096-322-1711,,431010160000000600011,JPN,43,101,016,000,00006,00011,熊本県熊本市中央区上通町6-8,1,1,ja,130.7106958008,32.8053442383,130.7106141493,32.8053719076,00080:0008000020; ,0008000020:ビジネスホテル,宿泊;ビジネスホテル;,130.71074273,32.8053504774,,,,,,,,,,,,,
309353651841852876,1752077318026735745,0000309353651841852876,0001752077318026735745,マンション城東,駐車場,,,99,,,431010510000000500006,JPN,43,101,051,000,00005,00006,熊本県熊本市中央区城東町5-29,1,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7108477105,32.8069919162,,,,,,,,,,,,,
309353651841852877,310150281570636628,0000309353651841852877,0000310150281570636628,城東荘ハイツ,駐車場,,,99,,,431010510000000500005,JPN,43,101,051,000,00005,00005,熊本県熊本市中央区城東町5-28,1,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7107739258,32.8070174154,,,,,,,,,,,,,
309353651841852886,310150281570636637,0000309353651841852886,0000310150281570636637,NK№1ビル,学校法人三幸学園飛鳥未来きずな高等学校熊本キャンパス,,,99,,,431010160000000100001,JPN,43,101,016,000,00001,00001,熊本県熊本市中央区上通町1-1,1,7,ja,,,,,00050:0005000040; ,0005000040:高校,教育;高校;,130.7101315647,32.8036265734,,,,,,,,,,,,,
309353651841853021,309096949431284140,0000309353651841853021,0000309096949431284140,肥後水道町ビル,肥後銀行水道町支店銀座通支店,,,99,,,431010160000000300006,JPN,43,101,016,000,00003,00006,熊本県熊本市中央区上通町3-31,1,7,ja,,,,,00090:0009000020; ,0009000020:地方銀行,金融;地方銀行;,130.7120629883,32.8027894423,,,,,,,,,,,,,
309353651841853021,309096949431284141,0000309353651841853021,0000309096949431284141,肥後水道町ビル,肥後銀行水道町支店銀座通支店,,,99,,,431010160000000300006,JPN,43,101,016,000,00003,00006,熊本県熊本市中央区上通町3-31,1,7,ja,,,,,00090:0009000020; ,0009000020:地方銀行,金融;地方銀行;,130.7120629883,32.8027894423,,,,,,,,,,,,,
309353651841853021,309096949431284142,0000309353651841853021,0000309096949431284142,肥後水道町ビル,肥後銀行水道町支店銀座通支店,,,99,,,431010160000000300006,JPN,43,101,016,000,00003,00006,熊本県熊本市中央区上通町3-31,1,7,ja,,,,,00090:0009000020; ,0009000020:地方銀行,金融;地方銀行;,130.7120629883,32.8027894423,,,,,,,,,,,,,
309353651841853021,1747899173841263279,0000309353651841853021,0001747899173841263279,肥後水道町ビル,肥後銀行銀座通支店,,ヒゴギンコウギンザドオリシテン,99,096-352-3111,860-0845,431010160000000300006,JPN,43,101,016,000,00003,00006,熊本県熊本市中央区上通町3-31,1,1,ja,130.7120033095,32.8027259657,130.7119596354,32.8026299371,00090:0009000020; ,0009000020:地方銀行,金融;地方銀行;,130.7120629883,32.8027894423,,,,,,,,,,,,,
309353651841853021,1751969565887268677,0000309353651841853021,0001751969565887268677,肥後水道町ビル,肥後銀行水道町支店,,ヒゴギンコウスイドウチョウシテン,99,096-352-3111,,431010160000000300006,JPN,43,101,016,000,00003,00006,熊本県熊本市中央区上通町3-31,1,1,ja,130.7120288086,32.8027189128,130.7119596354,32.8026299371,00090:0009000020; ,0009000020:地方銀行,金融;地方銀行;,130.7120629883,32.8027894423,,,,,,,,,,,,,
309353651841853052,1748221330748131589,0000309353651841853052,0001748221330748131589,加地ビル,大分銀行熊本支店,,オオイタギンコウクマモトシテン,99,096-355-5211,,431010590000000100008,JPN,43,101,059,000,00001,00008,熊本県熊本市中央区水道町1-23,1,1,ja,130.7129150391,32.8027796766,130.7134708659,32.8035907661,00090:0009000020; ,0009000020:地方銀行,金融;地方銀行;,130.712863227,32.8027064345,,,,,,,,,,,,,
309353651841853052,1750898641561789126,0000309353651841853052,0001750898641561789126,加地ビル,加地ビル契約者専用駐車場,,カジビルケイヤクシャセンヨウチュウシャジョウ,99,,,431010590000000100008,JPN,43,101,059,000,00001,00008,熊本県熊本市中央区水道町1-23,1,7,ja,,,,,00010:0001000060; ,0001000060:駐車場,交通;駐車場;,130.712863227,32.8027064345,,,,,,,,,,,,,
309353651841853062,309096949431284393,0000309353651841853062,0000309096949431284393,メルパルク熊本,メルパルク熊本,,メルパルククマモト,99,096-355-6311,,431010590000001400001,JPN,43,101,059,000,00014,00001,熊本県熊本市中央区水道町14-1,1,1,ja,130.7148448351,32.8034450955,130.7149796549,32.803374566,00080:0008000040; ,0008000040:国民宿舎・公共の宿,宿泊;国民宿舎・公共の宿;,130.7147111003,32.8035316298,,,,,,,,,,,,,
309353651841853062,309096949431284395,0000309353651841853062,0000309096949431284395,メルパルク熊本,メルパルク熊本,,メルパルククマモト,99,096-355-6311,,431010590000001400001,JPN,43,101,059,000,00014,00001,熊本県熊本市中央区水道町14-1,1,1,ja,130.7148193359,32.8033764648,130.7149159071,32.8032354058,00030:0003000095; ,0003000095:冠婚葬祭場,公共;冠婚葬祭場;,130.7147111003,32.8035316298,,,,,,,,,,,,,
309353651841853062,1747542932073843812,0000309353651841853062,0001747542932073843812,メルパルク熊本,ホテルメルパルク熊本,,ホテルメルパルククマモト,99,096-355-6311,860-0844,431010590000001400001,JPN,43,101,059,000,00014,00001,熊本県熊本市中央区水道町14-1,1,1,ja,130.7148263889,32.8033957248,130.7149159071,32.8032354058,00080:0008000010; ,0008000010:ホテル,宿泊;ホテル;,130.7147111003,32.8035316298,,,,,,,,,,,,,
309353651841853103,309096949431284659,0000309353651841853103,0000309096949431284659,クレヴィータ上通り,駐車場,,,99,,,431010590000000300009,JPN,43,101,059,000,00003,00009,熊本県熊本市中央区水道町3-31,1,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7130013021,32.8042260742,,,,,,,,,,,,,
309353651841853105,309096949431284672,0000309353651841853105,0000309096949431284672,EASTONE BUILD,ハーもニー保育園,,,99,,,431010590000000100012,JPN,43,101,059,000,00001,00012,熊本県熊本市中央区水道町1-9,1,7,ja,,,,,00050:0005000075; ,0005000075:保育所,教育;保育所;,130.7127883572,32.8032834201,,,,,,,,,,,,,
309353651841853106,309096949431284681,0000309353651841853106,0000309096949431284681,ヴィラージュ,フェリシア,,フェリシア,99,096-354-7539,,431010590000000100005,JPN,43,101,059,000,00001,00005,熊本県熊本市中央区水道町1-19,1,1,ja,130.7131475152,32.8030202908,130.7132408312,32.8029934353,00030:0003000095; ,0003000095:冠婚葬祭場,公共;冠婚葬祭場;,130.7129937066,32.8030683051,,,,,,,,,,,,,
309353651841853116,309096949431284714,0000309353651841853116,0000309096949431284714,ぴあ桜井通り,駐車場,,,99,,,431010590000000300008,JPN,43,101,059,000,00003,00008,熊本県熊本市中央区水道町3-29,1,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7131713867,32.8040828451,,,,,,,,,,,,,
309353651841853121,1752608382142937758,0000309353651841853121,0001752608382142937758,熊本県弁護士会,ホール,,,99,,,431010590000000900013,JPN,43,101,059,000,00009,00013,熊本県熊本市中央区水道町9-8,1,7,ja,,,,,00040:0004000050; ,0004000050:ホール・会館,文化;ホール・会館;,130.7143188477,32.8028483073,,,,,,,,,,,,,
309353651841853122,1751889301538362163,0000309353651841853122,0001751889301538362163,富士水道町ビル,立体駐車場,,リッタイチュウシャジョウ,99,,,431010590000000700003,JPN,43,101,059,000,00007,00003,熊本県熊本市中央区水道町7-16,1,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.713762207,32.8023543294,,,,,,,,,,,,,
309353651841853122,1752077318026735823,0000309353651841853122,0001752077318026735823,富士水道町ビル,月極駐車場,,ツキギメチュウシャジョウ,99,,,431010590000000700003,JPN,43,101,059,000,00007,00003,熊本県熊本市中央区水道町7-16,1,7,ja,,,,,00010:0001000110; ,0001000110:月極駐車場,交通;月極駐車場;,130.713762207,32.8023543294,,,,,,,,,,,,,
309353651841853131,309096949431284844,0000309353651841853131,0000309096949431284844,九特会館,熊本上通郵便局,,クマモトカミトオリユウビンキョク,99,096-326-4123,,431010590000000300011,JPN,43,101,059,000,00003,00011,熊本県熊本市中央区水道町3-37,1,1,ja,130.7124112956,32.8042569987,130.7123996311,32.8041742622,00090:0009000040; ,0009000040:郵便局,金融;郵便局;,130.7124457465,32.8043641493,,,,,,,,,,,,,
309353651841853133,309096949431284857,0000309353651841853133,0000309096949431284857,PARK RIBLANC,駐車場,,,99,,,431010590000001400003,JPN,43,101,059,000,00014,00003,熊本県熊本市中央区水道町14-15,1,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7148939345,32.8043760851,,,,,,,,,,,,,
309353651841853134,309096949431284885,0000309353651841853134,0000309096949431284885,大谷ビル,(株)大谷楽器楽譜部,,オオタニガッキガクフブ,99,096-355-2248,,431010160000000700001,JPN,43,101,016,000,00007,00001,熊本県熊本市中央区上通町7-1,1,1,ja,130.7111051432,32.8045410156,130.7110739475,32.8045217556,00100:0010000080; ,0010000080:その他大型専門店,商業;その他大型専門店;,130.7111751302,32.8045673286,,,,,,,,,,,,,
309353651841853138,309096949431284913,0000309353651841853138,0000309096949431284913,熊本和数奇司館,天空の湯満月,,,99,,,431010160000000700016,JPN,43,101,016,000,00007,00016,熊本県熊本市中央区上通町7-35,1,7,ja,,,,,00070:0007000130; ,0007000130:温泉,レジャー;温泉;,130.7115676541,32.8046657986,,,,,,,,,,,,,
309353651841853139,309096949431285050,0000309353651841853139,0000309096949431285050,エイルマンショングランディール水道町,駐車場,,,99,,,431010590000001300001,JPN,43,101,059,000,00013,00001,熊本県熊本市中央区水道町13-10,1,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7146028646,32.8044051107,,,,,,,,,,,,,
309353651841853268,1748357670190038284,0000309353651841853268,0001748357670190038284,アートビル,レンタルルーム,,,99,,,431010590000000400001,JPN,43,101,059,000,00004,00001,熊本県熊本市中央区水道町4-1,1,7,ja,,,,,00100:0010000080; ,0010000080:その他大型専門店,商業;その他大型専門店;,130.71238227,32.8050336372,,,,,,,,,,,,,
309353651841853269,309096949431285544,0000309353651841853269,0000309096949431285544,ハヤカワスポーツ館,セブンイレブン熊本上通りアーケード店,,セブンイレブンクマモトカミトオリアーケードテン,99,096-354-7761,,431010160000000900001,JPN,43,101,016,000,00009,00001,熊本県熊本市中央区上通町9-1,1,1,ja,130.7114545356,32.8054044596,130.7114523655,32.8053873698,00110:0011000010; ,0011000010:セブンイレブン,コンビニ;セブンイレブン;,130.7114664714,32.8055015734,,,,,,,,,,,,,
309353651841853269,1748221330748131590,0000309353651841853269,0001748221330748131590,ハヤカワスポーツ館,サンマルクカフェ熊本上通店,,サンマルクカフェクマモトカミトオリテン,99,096-312-3309,,431010160000000900001,JPN,43,101,016,000,00009,00001,熊本県熊本市中央区上通町9-1,1,1,ja,130.7114176432,32.8054142253,130.7114523655,32.8053873698,00130:0013000180; ,0013000180:サンマルク,ファミレス;サンマルク;,130.7114664714,32.8055015734,,,,,,,,,,,,,
309353651841853270,309096949431285570,0000309353651841853270,0000309096949431285570,D'グランセ白川公園,駐車場,,,99,,,431010590000001500003,JPN,43,101,059,000,00015,00003,熊本県熊本市中央区水道町15-30,1,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7165307617,32.8049118381,,,,,,,,,,,,,
309353651841853331,1748357670190038294,0000309353651841853331,0001748357670190038294,みどりビル,recollection vintage,,,99,,,431010160000001000008,JPN,43,101,016,000,00010,00008,熊本県熊本市中央区上通町10-20,1,7,ja,,,,,00100:0010000050; ,0010000050:大型衣料専門店,商業;大型衣料専門店;,130.712449273,32.805764974,,,,,,,,,,,,,
309353651841853332,309096949431285787,0000309353651841853332,0000309096949431285787,第二葉山ビル,駐車場,,,99,,,431010510000000500009,JPN,43,101,051,000,00005,00009,熊本県熊本市中央区城東町5-31,1,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7110864258,32.8068077257,,,,,,,,,,,,,
309353651841853338,309096949431285931,0000309353651841853338,0000309096949431285931,JTレジデンス,駐車場,,,99,,,431010510000000500009,JPN,43,101,051,000,00005,00009,熊本県熊本市中央区城東町5-31,1,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7111973741,32.8068741862,,,,,,,,,,,,,
309353651841853366,309096949431285979,0000309353651841853366,0000309096949431285979,K-Ⅱ城東,駐車場,,,99,,,431010510000000500008,JPN,43,101,051,000,00005,00008,熊本県熊本市中央区城東町5-30,1,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7110270182,32.8069287109,,,,,,,,,,,,,
309353651841853376,310146983035701281,0000309353651841853376,0000310146983035701281,上通り第1ビル,イワサキACE並木坂店,,イワサキエースナミキザカテン,99,096-312-8233,860-0847,431010170000000100009,JPN,43,101,017,000,00001,00009,熊本県熊本市中央区上林町1-25,1,1,ja,,,,,00100:0010000020; ,0010000020:スーパー,商業;スーパー;,130.7116965061,32.8072694227,,,,,,,,,,,,,
309353651841853377,1751044876608430079,0000309353651841853377,0001751044876608430079,マーケットプレース,Cutest,,,99,,,431010170000000100012,JPN,43,101,017,000,00001,00012,熊本県熊本市中央区上林町1-30,1,7,ja,,,,,00100:0010000050; ,0010000050:大型衣料専門店,商業;大型衣料専門店;,130.7116048177,32.8070347765,,,,,,,,,,,,,
309353651841853377,1751104250236565279,0000309353651841853377,0001751104250236565279,マーケットプレース,GOLGOL,,,99,,,431010170000000100012,JPN,43,101,017,000,00001,00012,熊本県熊本市中央区上林町1-30,1,7,ja,,,,,00100:0010000080; ,0010000080:その他大型専門店,商業;その他大型専門店;,130.7116048177,32.8070347765,,,,,,,,,,,,,
309353651841853379,1751044876608430080,0000309353651841853379,0001751044876608430080,T-BOX,無人古着ラボ熊本店,,,99,,,431010160000000800018,JPN,43,101,016,000,00008,00018,熊本県熊本市中央区上通町8-8,1,7,ja,,,,,00100:0010000050; ,0010000050:大型衣料専門店,商業;大型衣料専門店;,130.7112627496,32.8061325412,,,,,,,,,,,,,
309353651841853382,1751044876608430081,0000309353651841853382,0001751044876608430081,Disdirena,yiori,,,99,,,431010160000000900009,JPN,43,101,016,000,00009,00009,熊本県熊本市中央区上通町9-26,1,7,ja,,,,,00100:0010000050; ,0010000050:大型衣料専門店,商業;大型衣料専門店;,130.7116273329,32.805401747,,,,,,,,,,,,,
309353651841853446,309096949431286401,0000309353651841853446,0000309096949431286401,コアスクエア上乃裏,ファミリーマート熊本上乃裏通り店,,ファミリーマートクマモトカミノウラドオリテン,99,096-325-2113,,431010240000000400001,JPN,43,101,024,000,00004,00001,熊本県熊本市中央区草葉町4-1,1,1,ja,130.7129125977,32.8065345595,130.7128887261,32.8065451389,00110:0011000030; ,0011000030:ファミリーマート,コンビニ;ファミリーマート;,130.7130056424,32.8064998372,,,,,,,,,,,,,
309353651841853461,1751104250236565296,0000309353651841853461,0001751104250236565296,t-Fourビル,DES BONBONS,,,99,,,431010160000000600002,JPN,43,101,016,000,00006,00002,熊本県熊本市中央区上通町6-15,1,7,ja,,,,,00100:0010000050; ,0010000050:大型衣料専門店,商業;大型衣料専門店;,130.7110804579,32.8053857422,,,,,,,,,,,,,
309353651841853462,309096949431286432,0000309353651841853462,0000309096949431286432,TwoThree,Round Trip,,,99,,,431010160000000700018,JPN,43,101,016,000,00007,00018,熊本県熊本市中央区上通町7-5,1,7,ja,,,,,00100:0010000050; ,0010000050:大型衣料専門店,商業;大型衣料専門店;,130.7112434896,32.8049072266,,,,,,,,,,,,,
309353651841853474,309096949431286488,0000309353651841853474,0000309096949431286488,ソラーレ上通り,駐車場,,,99,,,431010160000001100002,JPN,43,101,016,000,00011,00002,熊本県熊本市中央区上通町11-12,1,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7123825412,32.8065155707,,,,,,,,,,,,,
309353651841853540,309096949431286834,0000309353651841853540,0000309096949431286834,ドミール上通,駐車場,,,99,,,431010590000000400003,JPN,43,101,059,000,00004,00003,熊本県熊本市中央区水道町4-13,1,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7131998698,32.804836697,,,,,,,,,,,,,
309353651841853508,309096949431286610,0000309353651841853508,0000309096949431286610,エイルヴィラ上通りサンアベニュー,駐車場,,,99,,,431010240000000100004,JPN,43,101,024,000,00001,00004,熊本県熊本市中央区草葉町1-25,1,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7136338976,32.804983724,,,,,,,,,,,,,
309353651841853525,309096949431286667,0000309353651841853525,0000309096949431286667,肥後上通ビル,肥後銀行上通支店,,ヒゴギンコウカミトオリシテン,99,096-353-0531,,431010160000001000001,JPN,43,101,016,000,00010,00001,熊本県熊本市中央区上通町10-1,1,1,ja,130.7115478516,32.8060015191,130.7114935981,32.8060327148,00090:0009000020; ,0009000020:地方銀行,金融;地方銀行;,130.711733941,32.8059735786,,,,,,,,,,,,,
309353651841853529,1751104250236565310,0000309353651841853529,0001751104250236565310,セブンビル,STEPAHEAD,,,99,,,431010160000000700020,JPN,43,101,016,000,00007,00020,熊本県熊本市中央区上通町7-7,1,7,ja,,,,,00100:0010000050; ,0010000050:大型衣料専門店,商業;大型衣料専門店;,130.7114027235,32.8050417752,,,,,,,,,,,,,
309353651841853532,1748357670190038360,0000309353651841853532,0001748357670190038360,緑ビル,OTHELLO,,,99,,,431010160000001000011,JPN,43,101,016,000,00010,00011,熊本県熊本市中央区上通町10-3,1,7,ja,,,,,00100:0010000050; ,0010000050:大型衣料専門店,商業;大型衣料専門店;,130.7116940647,32.8060677083,,,,,,,,,,,,,
309353651841853532,1751226296026823679,0000309353651841853532,0001751226296026823679,緑ビル,緑ビルパーキング,,ミドリビルパーキング,99,,,431010160000001000011,JPN,43,101,016,000,00010,00011,熊本県熊本市中央区上通町10-3,1,7,ja,,,,,00010:0001000060; ,0001000060:駐車場,交通;駐車場;,130.7116940647,32.8060677083,,,,,,,,,,,,,
309353651841853539,309096949431286828,0000309353651841853539,0000309096949431286828,クレアドール水道町,駐車場,,,99,,,431010590000000400013,JPN,43,101,059,000,00004,00013,熊本県熊本市中央区水道町4-31,1,7,ja,,,,,00010:0001000120; ,0001000120:その他駐車場,交通;その他駐車場;,130.7127601454,32.804754503,,,,,,,,,,,,,
