zid,zid_attr,building_name,name,name_read_through,post_code,address_code,address,room_count,tenant_floor_type,tenant_floor,tenant_floor_num,tenant_room_name,building_type,building_use,building_use_level,building_top_floor_num,building_bottom_floor_num,position/0,position/1,area_size,total_area_size,distance,build_year,build_year_month_level,building_structure1,building_structure2,building_structure_level,ownership_type,ownership_type_level
309353651841853355,1,,,,860-0843,431010240000000400007,熊本県熊本市中央区草葉町4-30,1,0,,,,3,1001,D,1,-1,130.7137380642,32.8059491645,51,51,,1996,D,1,,D,,
309353651841853128,1751889301538362164,駐車場,駐車場,,860-0844,431010590000000900012,熊本県熊本市中央区水道町9-7,1,0,,,,3,1001,D,2,-1,130.7144051107,32.8026627604,138,276,,1996,D,1,,D,,
309353651841853347,1,,,,860-0848,431010950000000200011,熊本県熊本市中央区南坪井町2-8,,0,,,,3,9999,D,3,-1,130.7134809028,32.8067995877,88,264,,1996,D,0,,D,,
1751045392809811941,1751044876608430103,蒲池眼鏡舗,蒲池眼鏡舗,,860-0845,4310101600000009,熊本県熊本市中央区上通町9,,0,,,,3,2000,D,1,-1,130.7117390951,32.8053781467,76,76,,2024,D,0,,D,,
309353651841853263,1751969565887268747,Roji BAKERY,Roji BAKERY,,860-0846,431010510000000500015,熊本県熊本市中央区城東町5-40,1,0,,,,3,2000,D,2,-1,130.7115207248,32.8066086155,139,278,,1998,D,0,,D,,
309353651841853542,309096949431286843,ヘアーサロンライラック,ヘアーサロンライラック,,860-0843,431010240000000300001,熊本県熊本市中央区草葉町3-1,2,0,,,,3,3006,D,2,-1,130.7128436957,32.8063449436,135,270,,1996,D,1,,D,,
309353651841861264,1,,,,860-0848,431010950000000800003,熊本県熊本市中央区南坪井町8-21,,0,,,,3,9999,D,1,-1,130.7135647244,32.8081146918,147,147,,2000,D,0,,D,,
309353651841852848,310150281570636439,京屋本店ビル,京屋本店ビル,,860-0845,431010160000000200005,熊本県熊本市中央区上通町2-5,4,0,,,,3,3006,D,4,0,130.7107400174,32.80347602,136,544,,1998,D,0,,D,,
1749697391553952908,1749696875352571066,熊本市中央公民館,熊本市中央公民館,,860-0843,431010240000000500001,熊本県熊本市中央区草葉町5-1,1,0,,,,3,2000,D,7,-1,130.7155324978,32.8047140842,439,3073,,2000,D,0,,D,,
309353651841853267,1,,,,860-0844,431010590000000400016,熊本県熊本市中央区水道町4-9,1,0,,,,3,1001,D,2,-1,130.7127975803,32.8048876953,107,214,,2000,D,1,,D,,
309353651841853614,309096949431287243,あつじレディースクリニック,あつじレディースクリニック,,860-0848,431010950000000300006,熊本県熊本市中央区南坪井町3-17,,0,,,,3,2000,D,2,-1,130.7137825521,32.8070987956,198,396,,2013,D,0,,D,,
309353651841861189,310146983035703734,上通二生ビル,上通二生ビル,,860-0847,431010170000000100008,熊本県熊本市中央区上林町1-24,9,0,,,,3,3006,D,5,0,130.7117952474,32.8073399523,110,550,,1996,D,0,,D,,
1751045392809811904,1751044876608430048,上乃横挑戦店,上乃横挑戦店,,860-0846,4310105100000002,熊本県熊本市中央区城東町2,,0,,,,3,2000,D,2,-1,130.7096405707,32.8042100694,19,38,,2024,D,1,,D,,
309353651841861333,1,,,,860-0848,431010950000000700009,熊本県熊本市中央区南坪井町7-20,1,0,,,,3,1001,D,1,-1,130.7127929688,32.8080069987,71,71,,1996,D,1,,D,,
309353651841852790,1750442344236313406,商工組合中央金庫熊本支店,商工組合中央金庫熊本支店,,860-0846,431010510000000200004,熊本県熊本市中央区城東町2-23,,0,,,,3,2000,D,3,-1,130.7093470595,32.8040486654,503,1509,,1996,D,0,,D,,
309353651841852812,310150281570636311,宝来軒,宝来軒,,860-0846,431010510000000500035,熊本県熊本市中央区城東町5-64,1,0,,,,3,3001,D,1,-1,130.7098898655,32.8059168837,26,26,,1996,D,1,,D,,
309353651841853127,1,,,,860-0844,431010590000000800002,熊本県熊本市中央区水道町8-15,1,0,,,,3,1001,D,3,-1,130.7141194661,32.8030254449,172,516,,1996,D,0,,D,,
309353651841853110,1,,,,860-0844,431010590000000300008,熊本県熊本市中央区水道町3-29,1,0,,,,3,1001,D,2,-1,130.713237576,32.8042513021,95,190,,1996,D,1,,D,,
309353651841853250,1,,,,860-0843,431010240000000400008,熊本県熊本市中央区草葉町4-35,1,0,,,,3,1001,D,2,-1,130.7135126411,32.8063121202,92,184,,1996,D,1,,D,,
309353651841861241,310146983035703963,CORNERS,CORNERS,,860-0848,431010950000000800008,熊本県熊本市中央区南坪井町8-28,,0,,,,3,2000,D,1,-1,130.7133840603,32.8076017253,29,29,,1996,D,1,,D,,
1752009664507181350,1752291722794296534,宮崎理容院オークス店,宮崎理容院オークス店,,860-0846,431010510000000500030,熊本県熊本市中央区城東町5-58-1,,0,,,,3,2000,D,3,-1,130.7104709201,32.8057481554,48,144,,2020,D,0,,D,,
309353651841853322,1751889301538362166,月極駐車場,月極駐車場,,860-0845,431010160000001100010,熊本県熊本市中央区上通町11-27,1,0,,,,3,1001,D,2,-1,130.7121826172,32.8062567817,237,474,,1996,D,1,,D,,
309353651841852962,310146983035701251,山村ビル,山村ビル,,860-0848,431010950000000100020,熊本県熊本市中央区南坪井町1-9,16,0,,,,3,3003,D,4,0,130.7123022461,32.8073423937,222,888,,1996,D,0,,D,2,D
309353651841861238,1747911268469086158,ルナ・クレッシエンテ,ルナ・クレッシエンテ,,860-0848,431010950000000800009,熊本県熊本市中央区南坪井町8-3,,0,,,,3,2000,D,2,-1,130.7134879557,32.8078068034,96,192,,1996,D,0,,D,,
309353651841853032,1751889301538362159,駐車場,駐車場,,860-0844,431010590000000800003,熊本県熊本市中央区水道町8-16,1,0,,,,3,1001,D,2,-1,130.7140673828,32.8029063585,144,288,,1996,D,1,,D,,
309353651841853262,1,,,,860-0846,431010510000000500018,熊本県熊本市中央区城東町5-43,1,0,,,,3,1001,D,2,-1,130.711468099,32.8064051649,31,62,,1998,D,1,,D,,
309353651841853507,309096949431286552,熊本県熊本中央警察署,熊本県熊本中央警察署,,860-0843,431010240000000500002,熊本県熊本市中央区草葉町5-13,1,0,,,,3,2000,D,5,-1,130.7155566406,32.8057779948,2368,11840,,1998,D,0,,D,,
1748883752949577193,1752291722794296522,熊本屋台村,熊本屋台村,,860-0846,4310105100000002,熊本県熊本市中央区城東町2,9,0,,,,3,3006,D,1,-1,130.709469401,32.803991428,117,117,,2022,D,1,,D,,
309353651841853439,1749191100003782544,晴屋,晴屋,,860-0845,431010160000001000004,熊本県熊本市中央区上通町10-15,1,0,,,,3,2000,D,3,-1,130.7125024414,32.8059176975,33,99,,1996,D,0,,D,,
309353651841852817,310150281570636332,aune KUMAMOTO,aune KUMAMOTO,,860-0845,431010160000000100011,熊本県熊本市中央区上通町1-26,16,0,,,,3,2000,D,8,0,130.7099815538,32.8035321723,524,4192,,2008,B,0,3,B,,
309353651841853242,309096949431285425,香川グループ本部ビル,香川グループ本部ビル,,860-0846,431010510000000500015,熊本県熊本市中央区城東町5-40,4,0,,,,3,3006,D,7,0,130.7115451389,32.8066769748,193,1351,,1996,D,0,,D,,
309353651841859458,1748883236748196277,藤田美容室,藤田美容室,,860-0847,431010170000000100002,熊本県熊本市中央区上林町1-13,,0,,,,3,2000,D,2,-1,130.7109510634,32.8075127496,160,320,,1996,D,0,,D,,
309353651841853460,1,,,,860-0845,431010160000001000013,熊本県熊本市中央区上通町10-5,,0,,,,3,9999,D,2,-1,130.7116758898,32.8062152778,63,126,,1996,D,1,,D,,
309353651841861384,1,,,,860-0847,431010170000000300007,熊本県熊本市中央区上林町3-27,,0,,,,3,9999,D,2,-1,130.7117949761,32.8082969835,42,84,,1998,D,1,,D,,
309353651841853305,1749946464492483357,MELLORICH,MELLORICH,,860-0845,431010160000001000006,熊本県熊本市中央区上通町10-18,,0,,,,3,2000,D,1,-1,130.7123920356,32.8057703993,33,33,,1996,D,1,,D,,
309353651841853623,309096949431287371,MEMPHIS,MEMPHIS,,860-0845,431010160000000800010,熊本県熊本市中央区上通町8-21,1,0,,,,3,2000,D,1,-1,130.711178928,32.8057503255,359,359,,2014,D,0,,D,,
309353651841852949,309096949431283908,ピカイチビル,ピカイチビル,,860-0845,431010160000000700021,熊本県熊本市中央区上通町7-8,5,0,,,,3,3006,D,5,0,130.7113734266,32.8049869792,213,1065,,1998,D,0,,D,,
309353651841852842,1,,,,860-0846,431010510000000500032,熊本県熊本市中央区城東町5-61,1,0,,,,3,1001,D,2,-1,130.7103244358,32.8060221354,49,98,,1998,D,1,,D,,
309353651841861408,1,,,,860-0847,431010170000000300007,熊本県熊本市中央区上林町3-27,1,0,,,,3,1001,D,1,-1,130.71175727,32.8081776259,26,26,,1996,D,1,,D,,
309353651841853288,1748357670190038289,Sleepy PEOPLE,Sleepy PEOPLE,,860-0845,431010160000000900004,熊本県熊本市中央区上通町9-14,,0,,,,3,2000,D,2,-1,130.7123535156,32.8055455187,38,76,,1996,D,1,,D,,
309353651841861280,310146983035704040,藤本鮮魚店,藤本鮮魚店,,860-0848,431010950000000500004,熊本県熊本市中央区南坪井町5-17,,0,,,,3,2000,D,2,-1,130.7132687717,32.807848036,56,112,,1996,D,0,,D,,
309353651841861322,310146983035704364,かがわパーソナル倉庫,かがわパーソナル倉庫,,860-0848,4310109500000008,熊本県熊本市中央区南坪井町8,,0,,,,3,2000,D,1,-1,130.7139217122,32.8077989366,301,301,,2005,D,0,,D,,
309353651841853286,1,,,,860-0845,431010160000000900008,熊本県熊本市中央区上通町9-20,1,0,,,,3,1001,D,1,-1,130.7122479926,32.8052476671,112,112,,1996,D,1,,D,,
309353651841852826,1751044876608430043,甲玉堂,甲玉堂,,860-0845,431010160000000100004,熊本県熊本市中央区上通町1-16,,0,,,,3,2000,D,2,-1,130.7104085286,32.8036724175,124,248,,1996,D,0,,D,,
309353651841861301,1,,,,860-0848,431010950000000700008,熊本県熊本市中央区南坪井町7-2,1,0,,,,3,1001,D,2,-1,130.7127129449,32.8081187609,68,136,,1996,D,1,,D,,
309353651841853271,310146983035701266,サンコスメディオ,サンコスメディオ,,860-0848,431010950000000100017,熊本県熊本市中央区南坪井町1-5,6,0,,,,3,3006,D,5,0,130.7121185981,32.8073044162,191,955,,1996,D,0,,D,,
309353651841861218,310146983035703811,ドラゴンビル,ドラゴンビル,,860-0848,431010950000000500002,熊本県熊本市中央区南坪井町5-10,4,0,,,,3,3006,D,2,0,130.712859158,32.8078515625,248,496,,2001,D,0,,D,,
309353651841853379,309096949431286056,T-BOX,T-BOX,,860-0845,431010160000000800018,熊本県熊本市中央区上通町8-8,4,0,,,,3,3006,D,2,0,130.7112627496,32.8061325412,61,122,,2003,D,1,,D,,
309353651841853235,1751969565887268732,ファイヤー,ファイヤー,,860-0843,431010240000000200018,熊本県熊本市中央区草葉町2-4,,0,,,,3,2000,D,2,-1,130.712671441,32.8059613715,45,90,,1996,D,1,,D,,
309353651841852946,1,,,,860-0846,431010510000000500005,熊本県熊本市中央区城東町5-28,1,0,,,,3,1001,D,2,-1,130.7106399197,32.8068280707,124,248,,2015,D,1,,D,,
309353651841853048,309096949431284294,サンタビル,サンタビル,,860-0844,431010590000000200005,熊本県熊本市中央区水道町2-15,6,0,,,,3,1002,B,4,0,130.7132286241,32.8035264757,80,320,,1987,B,0,2,B,2,B
309353651841853073,309096949431284432,ライズ上通ビル,ライズ上通ビル,,860-0844,431010590000000300005,熊本県熊本市中央区水道町3-21,2,0,,,,3,2000,D,2,0,130.7135845269,32.8042591688,43,86,,2001,D,1,,D,,
309353651841861239,310146983035703961,LET IT BE CLOTHING,LET IT BE CLOTHING,,860-0848,431010950000000800008,熊本県熊本市中央区南坪井町8-28,,0,,,,3,2000,D,2,-1,130.7134879557,32.8075786675,52,104,,1996,D,0,,D,,
309353651841853121,1752608382142937756,熊本県弁護士会,熊本県弁護士会,,860-0844,431010590000000900013,熊本県熊本市中央区水道町9-8,7,0,,,,3,3006,D,4,0,130.7143188477,32.8028483073,277,1108,,2006,D,0,,D,,
309353651841853578,309096949431286881,カトリック案内所ぶどうの樹,カトリック案内所ぶどうの樹,,860-0845,431010160000000300008,熊本県熊本市中央区上通町3-34,,0,,,,3,2000,D,1,-1,130.7117998589,32.8028572591,72,72,,2009,D,0,,D,,
309353651841861508,1,,,,860-0848,431010950000000100019,熊本県熊本市中央区南坪井町1-8,1,0,,,,3,1001,D,2,-1,130.7121950955,32.8073814562,22,44,,1998,D,1,,D,,
309353651841853070,309096949431284410,パークシティ24h水道町店,パークシティ24h水道町店,,860-0844,431010590000001000002,熊本県熊本市中央区水道町10-11,,0,,,,3,2000,D,10,-1,130.7140790473,32.8035213216,1967,19670,,2002,B,0,2,B,,
309353651841853148,1,,,,860-0844,431010590000000300001,熊本県熊本市中央区水道町3-11,1,0,,,,3,1001,D,3,-1,130.7128716363,32.8045244683,63,189,,1996,D,0,,D,,
309353651841853329,309096949431285777,三角海運㈱,三角海運㈱,,860-0848,431010950000000400009,熊本県熊本市中央区南坪井町4-26,,0,,,,3,2000,D,6,-1,130.7142993164,32.8063739692,135,810,,1996,D,0,,D,,
309353651841861325,310146983035704366,見西寺,見西寺,,860-0848,431010950000000500008,熊本県熊本市中央区南坪井町5-20,,0,,,,3,2000,D,0,-1,130.7129679362,32.8076234266,422,422,,1996,D,0,,D,,
309353651841853303,1747911268469085632,まとや,まとや,,860-0848,431010950000000100005,熊本県熊本市中央区南坪井町1-17,,0,,,,3,2000,D,2,-1,130.7131070964,32.8072653537,50,100,,1996,D,1,,D,,
309353651841853111,1752291722794296460,ミエル上通り店,ミエル上通り店,,860-0845,431010160000000500016,熊本県熊本市中央区上通町5-5,1,0,,,,3,2000,D,0,-1,130.7110904948,32.8043060981,133,133,,1996,D,0,,D,,
309353651841853025,309096949431284163,光勝寺,光勝寺,,860-0844,431010590000001400002,熊本県熊本市中央区水道町14-10,1,0,,,,3,2000,D,2,-1,130.714879286,32.8041815864,334,668,,1996,D,0,,D,,
309353651841853122,309096949431284738,富士水道町ビル,富士水道町ビル,,860-0844,431010590000000700003,熊本県熊本市中央区水道町7-16,38,0,,,,3,3006,D,9,0,130.713762207,32.8023543294,765,6885,,1996,D,0,,D,,
309353651841861157,310146983035703572,老舗園田屋,老舗園田屋,,860-0848,431010950000000600001,熊本県熊本市中央区南坪井町6-1,,0,,,,3,2000,D,2,-1,130.7122772895,32.8080604384,142,284,,1996,D,0,,D,,
309353651841852837,1,,,,860-0845,431010160000000400011,熊本県熊本市中央区上通町4-5,,0,,,,3,9999,D,2,-1,130.7103323025,32.8042632378,49,98,,1996,D,1,,D,,
309353651841860117,310056823082231072,学校法人熊本信愛女学院幼稚園,学校法人熊本信愛女学院幼稚園,,860-0847,431010170000000200003,熊本県熊本市中央区上林町2-20,,0,,,,3,2000,D,3,-1,130.7102067057,32.8086550564,1126,3378,,1996,D,0,,D,,
309353651841852951,309096949431283916,ソフィアレディースクリニック水道町,ソフィアレディースクリニック水道町,,860-0844,431010590000000900010,熊本県熊本市中央区水道町9-5-1,,0,,,,3,2000,D,4,-1,130.7141997613,32.8025401476,164,656,,2007,D,0,,D,,
309353651841853154,1,,,,860-0844,431010590000000400008,熊本県熊本市中央区水道町4-25,,0,,,,3,1001,D,2,-1,130.7135112847,32.8045800781,50,100,,1996,D,1,,D,,
309353651841861386,310146983035704741,末永時計店,末永時計店,,860-0847,431010170000000300009,熊本県熊本市中央区上林町3-32,,0,,,,3,2000,D,1,-1,130.7120309787,32.8082763672,99,99,,1996,D,0,,D,,
309353651841853353,1749696875352571052,Wizard,Wizard,,860-0846,431010510000000500019,熊本県熊本市中央区城東町5-45,,0,,,,3,2000,D,1,-1,130.7111905924,32.8064298503,47,47,,2000,D,1,,D,,
309353651841853047,309096949431284280,秀匠苑ビル,秀匠苑ビル,,860-0844,431010590000000800006,熊本県熊本市中央区水道町8-2,9,0,,,,3,3006,D,9,0,130.7135305447,32.8028366428,190,1710,,2003,D,0,,D,,
309353651841861184,1749191100003783313,うな雅,うな雅,,860-0848,431010950000000500009,熊本県熊本市中央区南坪井町5-21,,0,,,,3,2000,D,2,-1,130.7131849501,32.8075132921,109,218,,1996,D,0,,D,,
309353651841853138,309096949431284911,熊本和数奇司館,熊本和数奇司館,,860-0845,431010160000000700016,熊本県熊本市中央区上通町7-35,20,0,,,,3,2000,D,6,0,130.7115676541,32.8046657986,1196,7176,,1996,D,0,,D,,
309353651841845400,309096949431283565,八木ビル,八木ビル,,860-0844,431010590000000900007,熊本県熊本市中央区水道町9-28,7,0,,,,3,3006,D,4,0,130.7143020291,32.8021451823,83,332,,1998,D,0,,D,,
309353651841853024,309096949431284162,千歳農園,千歳農園,,860-0844,431010590000000100007,熊本県熊本市中央区水道町1-21,,0,,,,3,2000,D,4,-1,130.7130078125,32.8028027344,88,352,,1996,D,0,,D,,
309353651841853093,1748357670190038236,トポラシュ,トポラシュ,,860-0844,431010590000001400004,熊本県熊本市中央区水道町14-21,,0,,,,3,2000,D,1,-1,130.7152050781,32.8043033854,72,72,,2003,D,0,,D,,
309353651841861316,1752009148305800075,炭焼キ酒場ル,炭焼キ酒場ル,,860-0847,431010170000000300020,熊本県熊本市中央区上林町3-45,1,0,,,,3,2000,D,2,-1,130.7116221788,32.8076063368,71,142,,1996,D,0,,D,,
309353651841861332,1748357670190038689,Melu,Melu,,860-0848,431010950000000500011,熊本県熊本市中央区南坪井町5-26,1,0,,,,3,2000,D,2,-1,130.712839898,32.8074373372,60,120,,1996,D,0,,D,,
309353651841853144,1,,,,860-0844,431010590000000400005,熊本県熊本市中央区水道町4-21,,0,,,,3,9999,D,4,-1,130.7137068685,32.8046015082,67,268,,1996,D,1,,D,,
309353651841853296,309096949431285677,One Day,One Day,,860-0845,431010160000000900013,熊本県熊本市中央区上通町9-9,2,0,,,,3,3001,D,2,-1,130.711891276,32.8056621636,164,328,,1998,D,1,,D,,
309353651841853052,309096949431284325,加地ビル,加地ビル,,860-0844,431010590000000100008,熊本県熊本市中央区水道町1-23,16,0,,,,3,3006,D,7,0,130.712863227,32.8027064345,546,3822,,1996,D,0,,D,,
309353651841861511,310146983035704969,アントレ・ベービル,アントレ・ベービル,,860-0847,431010170000000300008,熊本県熊本市中央区上林町3-28,5,0,,,,3,3006,D,3,0,130.7120602756,32.808403049,159,477,,2011,D,0,,D,,
309353651841853616,309096949431287304,アルファステイツ水道町,アルファステイツ水道町,,860-0844,431010590000000900003,熊本県熊本市中央区水道町9-17,,0,,,,3,1002,B,13,-1,130.7147642687,32.8029223633,323,4199,,2013,B,0,3,B,1,B
309353651841852701,1749191100003782474,GLUCK COFFEE SPOT,GLUCK COFFEE SPOT,,860-0846,431010510000000500025,熊本県熊本市中央区城東町5-52,,0,,,,3,2000,D,2,-1,130.7109147135,32.8058840603,37,74,,1996,D,1,,D,,
309353651841852660,310150281570635471,銀座ダイヤモンドシライシ熊本本店,銀座ダイヤモンドシライシ熊本本店,,860-0845,431010160000000400009,熊本県熊本市中央区上通町4-18,,0,,,,3,2000,D,0,-1,130.7106149631,32.8041425239,139,139,,2009,D,0,,D,,
309353651841861509,310146983035704963,SON FOREST HARADA,SON FOREST HARADA,,860-0847,431010170000000300009,熊本県熊本市中央区上林町3-32,3,0,,,,3,2000,D,3,0,130.7119737413,32.8083308919,130,390,,2007,D,0,,D,,
309353651841861409,1,,,,860-0847,431010170000000300007,熊本県熊本市中央区上林町3-27,,0,,,,3,9999,D,2,-1,130.7117719184,32.8082343207,19,38,,1996,D,1,,D,,
309353651841852869,1751104250236565186,肉にやさしく,肉にやさしく,,860-0846,431010510000000500027,熊本県熊本市中央区城東町5-54,,0,,,,3,2000,D,2,-1,130.7107801649,32.8057522244,82,164,,1996,D,0,,D,,
309353651841853462,1751104250236565297,TwoThree,TwoThree,,860-0845,431010160000000700018,熊本県熊本市中央区上通町7-5,2,0,,,,3,3006,D,3,-1,130.7112434896,32.8049072266,100,300,,2004,B,0,2,B,,
309353651841853441,309096949431286379,時計の大橋本館,時計の大橋本館,,860-0845,431010160000000900011,熊本県熊本市中央区上通町9-5,,0,,,,3,2000,D,3,-1,130.7115977648,32.8058091905,114,342,,1996,D,0,,D,,
309353651841845432,310150281570632232,コスギ不動産水道町ビル,コスギ不動産水道町ビル,,860-0844,431010590000000500004,熊本県熊本市中央区水道町5-21,12,0,,,,3,3006,D,8,0,130.7133444553,32.8018931749,235,1880,,1998,D,0,,D,,
309353651841853585,1,,,,860-0843,431010240000000300002,熊本県熊本市中央区草葉町3-13,1,0,,,,3,1001,D,2,-1,130.7136257595,32.8061273872,135,270,,2011,D,1,,D,,
309353651841853014,309096949431284117,本田ビル,本田ビル,,860-0844,431010590000000400006,熊本県熊本市中央区水道町4-23,2,0,,,,3,3006,D,2,-1,130.7136713325,32.8044357639,17,34,,1999,D,1,,D,,
309353651841852847,310150281570636436,アークホテル熊本城前,アークホテル熊本城前,,860-0846,431010510000000500002,熊本県熊本市中央区城東町5-16,3,0,,,,3,2000,D,10,-1,130.7104456923,32.8070258247,2058,20580,,1998,D,0,,D,,
309353651841861360,310146983035704516,RUNBINIビル,RUNBINIビル,,860-0847,431010170000000300015,熊本県熊本市中央区上林町3-39,2,0,,,,3,3006,D,2,-1,130.7119137912,32.8076966688,72,144,,1996,D,1,,D,,
309353651841852811,310150281570636294,熊本電気ビル,熊本電気ビル,,860-0846,431010510000000400002,熊本県熊本市中央区城東町4-7,10,0,,,,3,3006,D,12,0,130.7100360786,32.8054633247,3177,38124,,2004,D,0,,D,,
309353651841853520,309096949431286642,ピュアーズ夢大ビル,ピュアーズ夢大ビル,,860-0846,431010510000000500013,熊本県熊本市中央区城東町5-37,8,0,,,,3,3006,D,5,0,130.7115983073,32.8068443468,146,730,,1996,D,0,,D,,
309353651841853574,1,,,,860-0848,431010950000000300008,熊本県熊本市中央区南坪井町3-2,2,0,,,,3,1001,D,2,-1,130.7133506944,32.807070855,130,260,,2009,D,1,,D,,
309353651841853341,1,,,,860-0845,431010160000000800007,熊本県熊本市中央区上通町8-19,,0,,,,3,9999,D,4,-1,130.7113503689,32.8061669922,127,508,,1996,D,0,,D,,
309353651841861439,1,,,,860-0848,431010950000000900006,熊本県熊本市中央区南坪井町9-9,1,0,,,,3,1001,D,2,-1,130.7141381836,32.8085546875,69,138,,1996,D,1,,D,,
309353651841853493,1,,,,860-0848,431010950000000400008,熊本県熊本市中央区南坪井町4-24,1,0,,,,3,1001,D,2,-1,130.7142428928,32.8065907118,176,352,,1996,D,1,,D,,
309353651841853600,1751044876608430102,ヒノマル,ヒノマル,,860-0845,431010160000000800005,熊本県熊本市中央区上通町8-17,1,0,,,,3,2000,D,2,-1,130.7112396918,32.8060739475,70,140,,2008,D,0,,D,,
309353651841852691,309096949431283850,NKビル,NKビル,,860-0845,431010160000000600010,熊本県熊本市中央区上通町6-5,2,0,,,,3,3006,D,3,-1,130.7109328885,32.8049156359,156,468,,1998,D,0,,D,,
309353651841853370,309096949431286004,文友堂ビル,文友堂ビル,,860-0845,431010160000000700022,熊本県熊本市中央区上通町7-9,5,0,,,,3,3006,D,3,0,130.7114276801,32.8052105035,189,567,,1996,D,0,,D,,
309353651841860123,1,,,,860-0847,431010170000000300001,熊本県熊本市中央区上林町3-18,,0,,,,3,2000,D,4,-1,130.710722385,32.8085791016,400,1600,,2000,D,0,,D,,
309353651841853497,1,,,,860-0843,431010240000000200004,熊本県熊本市中央区草葉町2-21,1,0,,,,3,1001,D,1,-1,130.7140017361,32.8054741753,46,46,,1996,D,1,,D,,
309353651841861247,1,,,,860-0848,431010950000000500008,熊本県熊本市中央区南坪井町5-20,1,0,,,,3,1001,D,2,-1,130.7130745443,32.8077601454,148,296,,1998,D,1,,D,,
309353651841852782,310150281570636051,日本郵政グループ熊本ビル,日本郵政グループ熊本ビル,,860-0846,431010510000000100001,熊本県熊本市中央区城東町1-1,,0,,,,3,2000,D,7,-1,130.7088953993,32.8045247396,3161,22127,,1996,D,0,,D,,
1749697391553953457,1,,,,860-0847,431010170000000200004,熊本県熊本市中央区上林町2-22,,0,,,,3,9999,D,2,-1,130.7104489475,32.8086990017,46,92,,2019,D,1,,D,,
309353651841852863,310150281570636513,モレナ,モレナ,,860-0845,431010160000000400004,熊本県熊本市中央区上通町4-13,,0,,,,3,2000,D,5,-1,130.7108257378,32.8045209418,82,410,,1996,D,0,,D,,
309353651841853571,1747911268469085655,鮨いち葉,鮨いち葉,,860-0845,431010160000000900005,熊本県熊本市中央区上通町9-16,,0,,,,3,2000,D,2,-1,130.712336697,32.8054909939,54,108,,1996,D,0,,D,,
309353651841860112,310056823082231067,フォトアトリエスエナガ,フォトアトリエスエナガ,,860-0847,431010170000000200001,熊本県熊本市中央区上林町2-18,1,0,,,,3,2000,D,3,-1,130.7101180013,32.8088815647,62,186,,1996,D,0,,D,,
309353651841861177,1752009148305800069,ヤドリギ,ヤドリギ,,860-0848,431010950000001000002,熊本県熊本市中央区南坪井町10-11,,0,,,,3,2000,D,2,-1,130.7142700195,32.8085462782,66,132,,1999,D,0,,D,,
309353651841853504,1748883236748195475,マメラクダ,マメラクダ,,860-0845,431010160000000900002,熊本県熊本市中央区上通町9-12,2,0,,,,3,3001,D,1,-1,130.7120640734,32.8055959744,165,165,,1996,D,1,,D,,
309353651841861260,310146983035703987,サウスファイブセカンドビル,サウスファイブセカンドビル,,860-0848,431010950000000500005,熊本県熊本市中央区南坪井町5-18,5,0,,,,3,3006,D,2,0,130.7132505968,32.8077473958,190,380,,1996,D,0,,D,,
309353651841853038,309096949431284215,トモイエフオートビル,トモイエフオートビル,,860-0844,431010590000000800007,熊本県熊本市中央区水道町8-3,4,0,,,,3,3006,D,4,0,130.7135538737,32.8029031033,98,392,,1996,D,0,,D,,
309353651841853265,309096949431285521,温石惣菜,温石惣菜,,860-0845,431010160000001000013,熊本県熊本市中央区上通町10-5,,0,,,,3,2000,D,2,-1,130.7116948785,32.8062649197,34,68,,1996,D,1,,D,,
309353651841853307,1,,,,860-0845,431010160000000900009,熊本県熊本市中央区上通町9-26,1,0,,,,3,1001,D,2,-1,130.7117757161,32.8054939779,65,130,,1998,D,1,,D,,
309353651841853538,309096949431286808,上通Kビル,上通Kビル,,860-0844,431010590000000300014,熊本県熊本市中央区水道町3-5,7,0,,,,3,3006,D,3,1,130.7123741319,32.8046446398,196,784,,1996,D,0,,D,,
309353651841853208,309096949431285263,美容室東京,美容室東京,,860-0843,4310102400000002,熊本県熊本市中央区草葉町2,,0,,,,3,2000,D,2,-1,130.7126624891,32.8057218424,75,150,,1996,D,0,,D,,
309353651841853517,309726969593967252,白川パークトイレ,白川パークトイレ,,860-0843,4310102400000005,熊本県熊本市中央区草葉町5,,0,,,,3,2000,D,0,0,130.7145578342,32.8056795247,60,60,,2005,D,0,,D,,
309353651841852866,310150281570636517,ホテルオークス,ホテルオークス,,860-0845,431010160000000600011,熊本県熊本市中央区上通町6-8,18,0,,,,3,2000,D,7,1,130.71074273,32.8053504774,344,2752,,1996,D,0,,D,,
1752009664507181400,1,,,,860-0845,4310101600000003,熊本県熊本市中央区上通町3,1,0,,,,3,1001,D,2,-1,130.7123057726,32.8033916558,101,202,,2020,D,1,,D,,
309353651841861334,1,,,,860-0848,431010950000000700001,熊本県熊本市中央区南坪井町7-1,1,0,,,,3,1001,D,3,-1,130.7126961263,32.8080343967,125,375,,1996,D,0,,D,,
309353651841853006,1,,,,860-0844,431010590000000900002,熊本県熊本市中央区水道町9-14,1,0,,,,3,1001,D,2,-1,130.7146039497,32.802926161,76,152,,1996,D,1,,D,,
309353651841853247,1,,,,860-0848,431010950000000300005,熊本県熊本市中央区南坪井町3-15,1,0,,,,3,1001,D,2,-1,130.7139743381,32.8071918403,71,142,,1996,D,1,,D,,
